Listing_Title,City,Area,Location,picode,Zone,Propery_Type,Size_In_Sqft,Carpet_Area_Sqft,Bedrooms,Bathrooms,Balcony,Frurnishing_Status,Amenities,Number_Of_Amenities,Security_Deposite,Rent_Price,Property_Age,Brokerage,Floor_No,Total_floors_In_Building,Maintenance_Charge,Nearby_Facilities,Recomened for,Muncipla Water Or Bore Water,Type of Society,Road Connectivity,Builder or Developer Name
1 RK Flat for Rent,Nagpur,reshim bagh,"reshim bagh, nagpur",,north zone,1 RK flat,900 sqft,700.sqft,1,1,1,Unfurnished,"lift ,parking, power backpu, kids arear,water supply",5,20411.56604,10205.78302,5 years,yes,1 Floor,3 Floors,No,"school, hospital, metro station, mall","Family, batchelor, company",,,under 2 km,
Studio Apartment for Rent,Nagpur,nari village,"nari village, nagpur",,west zone,Studio Apartment,1100 sqft,,1,1,,Unfurnished,"power Backup,Water supply,Gated Community",3,24414.59366,12207.29683,13 years,No,,,No,"school, hospita, metro station, mall","Family, batchelor, company",,,under 500 m,
Studio Apartment for Rent,Nagpur,nandanwan,"Gurudev Nagar, Bapu Nagar, Nandanvan, Nagpur",,north zone,Studio Apartment,1100 sqft,,3,2,,Unfurnished,,0,20093.72436,10046.86218,,No,,,No,"school, hospita, metro station, mall",,,,under 1 km,
2 BHK Flat for Rent,Nagpur,mahal,"mahal, nagpur",,north zone,2 BHK flat,1100 sqft,,2,2,,Furnished,,0,31505.70814,15752.85407,,No,,,No,"school, hospita, metro station, mall","family, batchelor",,,under 1 km,
3 BHK Apartment for Rent,Nagpur,mahal,"mahal, nagpur",,north zone,3 BHK Apartment,750 sqft,1000. sqft,3,3,,Semi-Furnished,,0,24509.32537,12254.66268,5 years,No,,,No,"school, hospita, metro station, mall","family, batchelor",,,under 1 km,
3 BHK Apartment for Rent,Nagpur,ganeshpeth,"Ganeshpeth Colony, Nagpur",,west zone,3 BHK Apartment,1100 sqft,,3,3,,Semi-Furnished,,0,40323.81381,20161.90691,2 years,No,3 Floor,4 floors,No,"school, hospita, metro station, mall",,,,under 1 km,
2 BHK Flat for Rent,Nagpur,rameshwari,"Bajrang Nagar, Rameshwari, Nagpur",,east zone,2 BHK Flat,600 sqft,500.sqft,2,2,1,Furnished,gas pipline,1,24914.6395,12457.31975,8 years,No,2 Floor,2 Floors,No,"school, hospita, metro station, mall","family, batchelor",,,under 1 km,
Studio Apartment for Rent,Nagpur,dharampeth,"dharampeth, nagpur",,east zone,Studio Apartment,750 sqft,,2,2,2,Unfurnished,"parking, Security, ATM",3,30178.84346,15089.42173,1 year,yes,2 Floor,5 Floors,No,"school, hospita, metro station, mall,bus stop","Family, batchelor, company",,,under 500 m,
Studio Apartment for Rent,Nagpur,medical square,"Arihant plaza, Medical Chowk, Hanuman Nagar, Nagpur",,south zone,Studio Apartment,750 sqft,900.sqft,1,2,2,Semi-Furnished,parking,1,38452.67301,19226.3365,4 years,yes,2 Floor,4 floors,No,"school, hospita, metro station, mall","batchelor,family",,,under 1 km,
Studio Apartment for Rent,Nagpur,rameshwari,"Vilasnagar, Rameshwari, Nagpur",,south zone,Studio Apartment,600 sqft,,1,2,3,Unfurnished,,0,23350.3136,11675.1568,2 years,No,,,No,"school, hospita, metro station, mall",family,,,under 2 km,
3 BHK Apartment for Rent,Nagpur,dhantoli,"dhantoli, nagpur",,west zone,2 BHK flat,1100 sqft,,2,2,,Semi-Furnished,,0,20635.78458,10317.89229,,No,,,No,"school, hospita, metro station, mall",,,,under 1 km,
3 BHK Apartment for Rent,Nagpur,dhantoli,"Ved Solitare, Dhantoli, Nagpur",,east zone,3 BHK Apartment,900 sqft,,3,3,1,Furnished,"pool,gym,lift,parking,power backup,intercom,pet allowed,garden, sport facility,kids area,geted community,water supply, gas pipline",13,24466.85988,12233.42994,5 years,yes,2 Floor,5 Floors,No,"school, hospita, metro station, mall","family,batchelor,company",,,under 1 km,
Studio Apartment for Rent,Nagpur,dhantoli,"Mits, Dhantoli, Nagpur",,west zone,Studio Apartment,750 sqft,,3,2,2,Semi-Furnished,parking,1,36960.61697,18480.30849,15 years,yes,1 Floor,3 Floors,No,"school, hospita, metro station, mall","family,batchelor,company",,,under 500 m,
2 BHK Flat for Rent,Nagpur,kalamna,"kalamna,nagpur",,south zone,2 BHK flat,750 sqft,,2,2,,Unfurnished,,0,18979.39585,9489.697923,,No,,,No,"school, hospita, metro station, mall","family,company",,,under 1 km,
2 BHK Flat for Rent,Nagpur,jaripatka,"Divya Apartment, Jaripatka, Nagpur",,north zone,2 BHK flat,750 sqft,,2,2,,Unfurnished,,0,54078.7423,27039.37115,,No,1 Floor,4 floors,No,"school, hospita, metro station, mall","family,company",,,under 3 km,
Studio Apartment for Rent,Nagpur,jaripatka,"Welcome society nara, Jaripatka, Nagpur",,east zone,Studio Apartment,600 sqft,,2,2,,Furnished,,0,23297.51654,11648.75827,,No,,,No,"school, hospita, metro station, mall","family,batchelor,company",,,under 1 km,
1 RK Flat for Rent,Nagpur,mankapur,"mankapur,nagpur",,south zone,1 RK flat,1100 sqft,,1,1,,Semi-Furnished,,0,56474.23466,28237.11733,,No,1 Floor,3 Floors,No,"school, hospita, metro station, mall","family,batchelor,company",,,under 2 km,
Studio Apartment for Rent,Nagpur,mankapur,"Khagde classic, Mankapur, Nagpur",,north zone,Studio Apartment,1100 sqft,800.sqft,2,1,1,Semi-Furnished,"lift,parking,power backup,pet allowed,water supply",5,22404.82787,11202.41394,5 years,yes,2 Floor,5 Floors,yes,"school, hospita, metro station, mall","family,batchelor,company",,,under 500 mtrs,
2 BHK Flat for Rent,Nagpur,jaitala,"Vasudev apartment, Jaitala, Nagpur",,south zone,2 BHK flat,750 sqft,1300.sqft,2,2,2,Furnished,"lift,parking,power backup,water supply,intercome,kids area",6,47055.217,23527.6085,5 years,yes,3 Floor,5 Floors,No,"school, hospita, metro station, mall",family,,,under 1 km,
1 RK Flat for Rent,Nagpur,jaitala,"Aanad Nagar, Jaitala, Nagpur",,west zone,1 RK flat,750 sqft,1400.sqft,1,1,3,Semi-Furnished,parking,1,34767.82334,17383.91167,1 year,yes,1 Floor,1 Floor,No,"school, hospita, metro station, mall","family,batchelor,company",,,under 1 km,
3 BHK Apartment for Rent,Nagpur,hingna,"L G Greenfield 1 Wing D, Hingna, Nagpur",,west zone,3 BHK Apartment,900 sqft,,3,3,2,Unfurnished,"gym,lift,garden,parking,kids area, water supply",6,25847.89079,12923.9454,5 years,No,1 Floor,4 Floors,No,"school, hospita, metro station, mall",family,,,under 2 km,
3 BHK Apartment for Rent,Nagpur,hingna,"Green field 2, Hingna, Nagpur",,south zone,3 BHK flat,600 sqft,,3,3,,Furnished,,0,22660.09283,11330.04642,,No,,,No,"school, hospita, bus stop, mall",family,,,under 1 km,
2 BHK Flat for Rent,Nagpur,hingna,"Paradise Hills New, Hingna, Nagpur",,south zone,2 BHK flat,900 sqft,,2,2,1,Unfurnished,,0,10688.101,5344.050499,,No,3 Floor,4 Floors,No,"school, hospita, bus stop, mall,metro station","family,batchelor",,,under 2 km,
Studio Apartment for Rent,Nagpur,mihan,"First City Harmony, Mihan, Nagpur",,east zone,Studio Apartment,600 sqft,950.sqft,2,3,2,Furnished,"security,basket ball court,kids area, parking",4,56080.80027,28040.40013,2 years,yes,2 Floor,13 Floors,No,"school,hospita, bus stop,metro station,airport",family,,Township,under 3 km,
Studio Apartment for Rent,Nagpur,mihan,"Shiv Kailasa, Mihan, Nagpur",,south zone,Studio Apartment,600 sqft,1400.sqft,1,2,2,Furnished,parking,1,52376.46017,26188.23008,1 year,yes,9 Floor,16 Floors,No,"school,hospital,bus stop,metro station","family,batchelor,company",,Township,under 5 km,
Studio Apartment for Rent,Nagpur,mihan,"Nagpur Integrated First City Project, Mihan, Nagpur",,east zone,Studio Apartment,1100 sqft, ,2,2,2,Semi-Furnished,"pool,gym,lift,parking,power backup,intercom,pet allowed,garden, sport facility,kids area,geted community,water supply, gas pipline",13,37630.53189,18815.26595,5 years,yes,6 Floor,11 Floors,No,"school,hospital,metro station,airport","family,batchelor,company",,Township,under 1 km,
3 BHK Apartment for Rent,Nagpur,mihan,"Mahindra Bloomdale Building 10 B, Mihan, Nagpur",,west zone,2 BHK flat,900 sqft,,2,2,,Furnished,,0,25260.75315,12630.37657,,No,,,No,"school,hospital,metro station,bus stop",,,Township,under 4 km,
2 BHK Flat for Rent,Nagpur,hingna,"Brick By Brick Green Park, Hingna, Nagpur",,west zone,2 BHK flat,900 sqft,,2,2,,Semi-Furnished,"lift, parking, gated cummunity, water supply",4,35669.36487,17834.68244,,No,,,No,"school,hospital,metro station,bus stop",,,Township,under 1 km,
3 BHK Apartment for Rent,Nagpur,hingna,"Paradise Hills New, Hingna, Nagpur",,south zone,3 BHK flat,750 sqft,,3,3,1,Semi-Furnished,,0,10021.0972,5010.548598,3 years,No,3 Floor,4 floors,No,"school,hospital,metro station,bus stop","family,batchelor",,Township,under 1 km,
3 BHK Apartment for Rent,Nagpur,gotal panjri,"DHL Singapore Life City, Gotal Pajri, Nagpur",,east zone,3 BHK flat,750 sqft,,3,3,,Unfurnished,,0,29988.82524,14994.41262,,No,1 Floor,6 Floors,No,"school,hospital,metro station,airport","family,batchelor",,Township,under 1 km,
3 BHK Apartment for Rent,Nagpur,beltarodi,"Fakhri Babji Enclave, Prithviraj Nagar, Beltarodi, Nagpur",,south zone,3 BHK Apartment,900 sqft,1100.sqft,3,3,1,Furnished,"lift , pet allowed, geted cummunity",3,60582.49969,30291.24984,1 year,No,4 Floor,4 Floors,yes,"school,hospital,metro station,airport","family,company",,Township,under 1 km,
Studio Apartment for Rent,Nagpur,beltarodi,"Maxx Glory, Prithviraj Nagar, Beltarodi, Nagpur",,south zone,Studio Apartment,750 sqft,860.sqft,3,1,1,Unfurnished,"pool, gym,lift,parking,power backup, intercom,pet alloed, garden,sporty facility,kids area, geted cummunity, water supply",12,33910.69946,16955.34973,1 year,yes,7 Floor,13 Floors,No,"school,hospital,metro station,airport","family,company",,Township,under 2 km,
1 RK Flat for Rent,Nagpur,beltarodi,"Maxx Glory, Prithviraj Nagar, Beltarodi, Nagpur",,south zone,1 RK flat,1100 sqft,1200.sqft,1,1,2,Furnished,parking,1,48048.92795,24024.46398,1 year,yes,5 Floor,13 Floors,No,"school,hospital,metro station,airport","family,batchelor,company",,Township,under 3 km,
1 RK Flat for Rent,Nagpur,manewada,"Pyramid City 6, Manewada, Nagpur",,west zone,1 RK flat,1100 sqft,,1,1,,Unfurnished,,0,46177.97217,23088.98609,,No,,,No,"school, hospita, metro station, mall",,,Township,under 4 km,
1 RK Flat for Rent,Nagpur,besa,"Atharva Nagari, Besa, Nagpur",,south zone,1 RK flat,900 sqft,673.sqft,1,1,3,Semi-Furnished,parking,1,30201.40598,15100.70299,3 years,yes,9 Floor,11 Floors,No,"school,hospital,metro station,airport",family,,Township,under 3 km,
Studio Apartment for Rent,Nagpur,godhni ,godhni nagpur,,south zone,Studio Apartment,600 sqft,,1,2,,Unfurnished,,0,25887.98285,12943.99142,,No,,,No,"school, hospita, metro station, mall",,,Township,under 1 km,
1 RK Flat for Rent,Nagpur,zingabai takli,"Om Satyam Tulip, Zingabai Takli, Nagpur",,east zone,1 RK flat,1100 sqft,,1,1,1,Semi-Furnished,parking,1,24404.30305,12202.15153,,No,,,No,"school, hospita, metro station, mall",family,,Township,under 1 km,
2 BHK Flat for Rent,Nagpur,nandanwan,"Shaikh consultancy, Bapu Nagar, Nandanvan, Nagpur",,east zone,2 BHK Flat,1100 sqft,950.sqft,2,2,3,Semi-Furnished,"lift ,parking,power backup,intercom,sports facility, kids area,water supply, gas pipeline",8,51969.1362,25984.5681,10 years,yes,2 Floor,4 Floors,No,"school, hospita, metro station, mall","family,batchelor,company",,Township,under 1 km,
3 BHK Apartment for Rent,Nagpur,kotewada,"Mahalaxmi Nagar 10, Kotewada, Nagpur",,west zone,3 BHK Apartment,1100 sqft,,3,3,3,Unfurnished,"garden,kids area,gated community,water supply",4,37990.1612,18995.0806,1 year,No,,,No,"school, hospita, metro station","family,batchelor,company",,Township,under 10 km,
2 BHK Flat for Rent,Nagpur,kotewada,"Fire The Empyrean, Kotewada, Nagpur",,north zone,2 BHK apartment,600 sqft,,2,2,,Unfurnished,,0,93344.08762,46672.04381,,No,,,No,"school, hospita, metro station","family,batchelor,company",,Township,under 10 km,
3 BHK Apartment for Rent,Nagpur,dighori,"dighori, nagpur",,north zone,3 BHK Apartment,1100 sqft,,3,3,2,Unfurnished,parking,1,12358.23451,6179.117254,,No,,,No,"school, hospita, metro station, mall",batchelor ,,,under 1 km,
3 BHK Apartment for Rent,Nagpur,pratap nagar,"Rachana house, Pratap Nagar, Nagpur",,north zone,3 BHK flat,600 sqft,,3,3,5,Unfurnished,parking,1,141294.1803,70647.09014,5 years,yes,Ground Floor,2 Floors,No,"school, hospita, metro station, mall","family,batchelor,company",,,under 1 km,
2 BHK Flat for Rent,Nagpur,pratap nagar,"pratap nagar, nagpur",,east zone,2 BHK Flat,750 sqft,,2,2,3,Furnished,parking,1,39906.87023,19953.43511,1 year,yes,,,No,"school,hospital,metro station,airport","family,batchelor,company",,,under 1 km,
1 RK Flat for Rent,Nagpur,seminary hills,"Himalaya hills, Seminary Hills, Nagpur",,West,1 RK flat,900 sqft,1169.sqft,1,1,2,Furnished,"parking,powert backup,pet allowed, water supply",4,41658.24438,20829.12219,5 years,yes,,,yes,"school, hospita, metro station, mall","family,batchelor,company",,,under 4 km,
3 BHK Apartment for Rent,Nagpur,dabha,"Datta Niwas, Dabha, Vayusena Nagar, Nagpur",,West,3 BHK Apartment,750 sqft,1055.sqft,3,3,2,Unfurnished,"parking ,pet allowd,water supply",3,30365.79297,15182.89648,3 years,yes,,,yes,"school, hospita, metro station, mall","family,batchelor,company",,,under 1 km,
2 BHK Flat for Rent,Nagpur,nandanwan,"SM consultancy, Nandanvan, Nagpur",,west zone,2 BHK flat,900 sqft, 1163.sqft,2,2,2,Semi-Furnished,"parking, security, ATM",3,28223.56092,14111.78046,4 years,yes,,,No,"school, hospita, metro station, mall","family,batchelor,company",,,under 500m,
Studio Apartment for Rent,Nagpur,ram nagar,"ram nagar ,nagpur",,south zone,Studio Apartment,900 sqft,1050.sqft,1,3,2,Semi-Furnished,parking,1,64887.20653,32443.60327,10 years,yes,,,No,"school, hospita, metro station, mall","family,batchelor,company",,,under 500m,
Studio Apartment for Rent,Nagpur,manish nagar,"Manish Nagar ,Nagpur",,west zone,Studio Apartment,750 sqft,900.sqft,3,2,1,Semi-Furnished,"parking,gas pipeline",2,25570.74215,12785.37108,,No,,,No,"school, hospita, metro station, airport",bachelor,,,under 1 km,
1 RK Flat for Rent,Nagpur,chandrakiran nagar,"chandrakiran nagar, nagpur",,West,1 RK flat,600 sqft,1800.sqft,1,1,3,Semi-Furnished,"parking,pet allowed,water supply",3,32643.00899,16321.50449,,No,,,No,"school,hospital,mall",family,,,under 1 km,
2 BHK Flat for Rent,Nagpur,duttawadi,"duttawadi,nagpur",,east zone,2 BHK flat,600 sqft,,2,2,4,Semi-Furnished,parking,1,26339.89428,13169.94714,15 years,No,,,No,"school, hospita, metro station, airport","family,batchelor,company",,,under 1 km,
Studio Apartment for Rent,Nagpur,bharatwada,"bharatwada,nagpur",,West,Studio Apartment,900 sqft,,3,2,,Unfurnished,,0,15342.54317,7671.271587,,No,,,No,"school,hospital,metro station,bus stop",,,,under 4 km,
3 BHK Apartment for Rent,Nagpur,boriyapura,"boriyapura,nagpur",,West,3 BHK Apartment,900 sqft,,3,3,,Unfurnished,"power backup,garden,water supply",3,15733.84402,7866.922011,,No,,,No,"school, hospita, metro station, mall",family,,,under 1 km,
3 BHK Apartment for Rent,Nagpur,omkar nagar,"Omkar Nagar, Gajanan Nagar, Nagpur",,east zone,3 BHK Apartment,750 sqft,,3,2,,Unfurnished,"pet allowed,garden,water supply",3,46860.80831,23430.40416,,No,,,No,"school, hospita, metro station, mall",family,,,under 1 km,
2 BHK Flat for Rent,Nagpur,zingabai takli,"Arti township zingabai takli , Bhokara, Nagpur",,south zone,2 BHK Flat,900 sqft,,2,2,1,Semi-Furnished,,0,11901.18177,5950.590887,10 years,No,,,No,"school,hospital,metro station,bus stop",family,,,under 2 km,
2 BHK Flat for Rent,Nagpur,khamla,"Purandar, Pande Layout, Khamla, Nagpur",,west zone,2 BHK Flat,900 sqft,2000.sqft,2,2,1,Unfurnished,,0,72781.76139,36390.8807,1 year,No,,,No,"school, hospita, metro station, mall","family,batchelor,company",,,under 1 km,
3 BHK Apartment for Rent,Nagpur,khamla,"Pande Layout, Khamla, Nagpur",,south zone,3 BHK Apartment,900 sqft,1450.sqft,3,3,2,Semi-Furnished,"parking ,pet allowd,garden,ATM,gym,fire fighting sysytem,kids area",7,64722.4549,32361.22745,5 years,yes,,,No,"school, hospita, metro station, airport","family,batchelor,company",,,under 1 km,
Studio Apartment for Rent,Nagpur,beltarodi,"beltarodi, nagpur",,east zone,Studio Apartment,1100 sqft,,1,5,2,Furnished,"pool,gym,lift,power backup,intercom,pet allowed,garden,sports facility,kids area ,geted cummunity,water supply,gas pipline",12,51325.53701,25662.76851,5 years,No,,,No,"school, hospita, metro station, airport","family,batchelor,company",,,under 1 km,
1 RK Flat for Rent,Nagpur,narendra nagar extension,"Narendra Nagar Extension, Nagpur",,north zone,1 RK flat,900 sqft,1400.sqft,1,1,3,Furnished,parking,1,50333.39246,25166.69623,12 years,yes,,,No,"school, hospita, metro station, airport","family,batchelor,company",,,under 1 km,
1 RK Flat for Rent,Nagpur,ram nagar,"ram nagar ,nagpur",,north zone,1 RK flat,600 sqft,,1,1,1,Semi-Furnished,parking,1,28209.77591,14104.88795,5 years,yes,,,No,"school, hospita, metro station, mall","family,batchelor,company",,,under 1 km,
2 BHK Flat for Rent,Nagpur,ganeshpeth,"SM consultancy, Ganeshpeth Colony, Nagpur",,east zone,2 BHK flat,750 sqft,514.sqft,2,2,2,Semi-Furnished,parking,1,21385.16469,10692.58234,6 years,yes,,,No,"school, hospita, metro station, mall","family,batchelor,company",,,under 500m,
1 RK Flat for Rent,Nagpur,wathoda,"Wathoda, Wathoda Layout, Kharbi, Nagpur",,north zone,1 RK flat,1100 sqft,1300.sqft,1,1,2,Semi-Furnished,parking,1,50319.76272,25159.88136,12 years,yes,,,No,"school, hospita, metro station, mall","family,company",,,under 1 km,
1 RK Flat for Rent,Nagpur,gandhibagh,"Shaikh consultancy, Gandhibagh, Nagpur",,west zone,1 RK flat,750 sqft,600.sqft,1,1,2,Semi-Furnished,parking,1,19483.64313,9741.821565,5 years,yes,,,No,"school, hospita, metro station, mall",family,,,under 1 km,
Studio Apartment for Rent,Nagpur,wathoda,"Wathoda, Byramji Town, Nagpur",,south zone,Studio Apartment,600 sqft,,2,3,3,Semi-Furnished,parking,1,50837.64782,25418.82391,9 years,yes,,,No,"school, hospita, metro station, mall","family,company",,,under 1 km,
Studio Apartment for Rent,Nagpur,Trimurti Nagar,"Shingade niwas, Subhash Nagar, Trimurti Nagar, Nagpur",,West,Studio Apartment,1100 sqft,,3,1,,Furnished,"paeking ,water supply",2,9789.680747,4894.840374,,No,,,No,"school, hospita, metro station, airport",bachelor,,,under 1 km,
1 RK Flat for Rent,Nagpur,dighori,"Sai Ashray, Dighori, Nagpur",,west zone,1 RK flat,750 sqft,1100.sqft,1,1,2,Furnished,parking,1,30391.1067,15195.55335,,No,,,No,"school, hospita, metro station, airport","family,batchelor,company",,,under 2 km,
2 BHK Flat for Rent,Nagpur,kharbi,"Shaikh consultancy, Kharbi, Nagpur",,north zone,2 BHK flat,600 sqft,1300.sqft,2,2,4,Unfurnished,parking,1,33800.21738,16900.10869,5 years,yes,,,No,"school, hospita, metro station, mall","family,batchelor,company",,,under 1 km,
3 BHK Apartment for Rent,Nagpur,wardhman nagar,"wardhaman nagar,nagpur",,West,3 BHK flat,750 sqft,1500.sqft,3,3,4,Semi-Furnished,"parking, paower backup,pet allowed,garden,sports facility,kids area,geted community,water supply",8,49724.48935,24862.24468,5 years,yes,Ground Floor,2 Floors,No,"school, hospita, metro station, mall","family,batchelor,company",,,under 1 km,
2 BHK Flat for Rent,Nagpur,nandanwan,"nandanwan,nagpur",,west zone,2 BHK flat,600 sqft,753.sqft,2,2,2,Semi-Furnished,"parking,kids area, ATM",3,20536.49969,10268.24984,,yes,,,No,"school,hospital,metro station,bus stop","family,batchelor,company",,,under 500m,
1 RK Flat for Rent,Nagpur,itwari,"itwari , nagpur",,north zone,1 RK flat,600 sqft,1365.sqft,1,1,2,Furnished,"parking,close to jain temple",2,91723.89157,45861.94578,5 years,yes,,,No,"school, hospita, metro station, mall","family,batchelor,company",,,under 1 km,
3 BHK Apartment for Rent,Nagpur,dharampeth,"dharampeth, nagpur",,west zone,3 BHK Apartment,1100 sqft,,3,3,3,Unfurnished,parking,1,104057.0123,52028.50614,2 years,yes,,,No,"school, hospita, metro station, mall","family,batchelor,company",,,under 1 km,
2 BHK Flat for Rent,Nagpur,ashirwad nagar,"ashirwad nagar , nagpur",,West,2 BHK Flat,600 sqft,,2,2,3,Unfurnished,parking,1,40691.81623,20345.90811,,No,,,No,"school, hospita, metro station, mall",,,,under 1 km,
1 RK Flat for Rent,Nagpur,besa,"besa, nagpur",,south zone,1 RK flat,750 sqft,150.sqft,1,1,,Unfurnished,,0,9396.868175,4698.434087,10 years,yes,,,No,"school, hospita, metro station, airport","family,batchelor,company",,,under 1 km,
